"train/global_step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length__MAX"
"812","","","","","","","","","","","","","318302","318302","318302","790.740234375","790.740234375","790.740234375","","","","","","","","","","","","","318302","318302","318302","535.54296875","535.54296875","535.54296875"
"813","","","","","","","","","","","","","318694","318694","318694","778.5078125","778.5078125","778.5078125","","","","","","","","","","","","","318694","318694","318694","544.0615234375","544.0615234375","544.0615234375"
"814","","","","","","","","","","","","","319086","319086","319086","831.6689453125","831.6689453125","831.6689453125","","","","","","","","","","","","","319086","319086","319086","589.86328125","589.86328125","589.86328125"
"815","","","","","","","","","","","","","319478","319478","319478","801.7646484375","801.7646484375","801.7646484375","","","","","","","","","","","","","319478","319478","319478","569.1533203125","569.1533203125","569.1533203125"
"816","","","","","","","","","","","","","319870","319870","319870","773.3466796875","773.3466796875","773.3466796875","","","","","","","","","","","","","319870","319870","319870","540.0068359375","540.0068359375","540.0068359375"
"817","","","","","","","","","","","","","320262","320262","320262","849.2119140625","849.2119140625","849.2119140625","","","","","","","","","","","","","320262","320262","320262","592.25","592.25","592.25"
"818","","","","","","","","","","","","","320654","320654","320654","835.7744140625","835.7744140625","835.7744140625","","","","","","","","","","","","","320654","320654","320654","574.5757446289062","574.5757446289062","574.5757446289062"
"819","","","","","","","","","","","","","321046","321046","321046","789.416015625","789.416015625","789.416015625","","","","","","","","","","","","","321046","321046","321046","561.3203125","561.3203125","561.3203125"
"820","","","","","","","","","","","","","321438","321438","321438","849.474609375","849.474609375","849.474609375","","","","","","","","","","","","","321438","321438","321438","595.18359375","595.18359375","595.18359375"
"821","","","","","","","","","","","","","321830","321830","321830","823.748046875","823.748046875","823.748046875","","","","","","","","","","","","","321830","321830","321830","576.8603515625","576.8603515625","576.8603515625"
"822","","","","","","","","","","","","","322222","322222","322222","808.673828125","808.673828125","808.673828125","","","","","","","","","","","","","322222","322222","322222","565.220703125","565.220703125","565.220703125"
"823","","","","","","","","","","","","","322614","322614","322614","761.1044921875","761.1044921875","761.1044921875","","","","","","","","","","","","","322614","322614","322614","541.9208984375","541.9208984375","541.9208984375"
"824","","","","","","","","","","","","","323006","323006","323006","818.3408203125","818.3408203125","818.3408203125","","","","","","","","","","","","","323006","323006","323006","576.7314453125","576.7314453125","576.7314453125"
"825","","","","","","","","","","","","","323398","323398","323398","819.38671875","819.38671875","819.38671875","","","","","","","","","","","","","323398","323398","323398","592.078125","592.078125","592.078125"
"826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","323790","323790","323790","560.1064453125","560.1064453125","560.1064453125"
"827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","324182","324182","324182","575.689453125","575.689453125","575.689453125"
"828","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","324574","324574","324574","566.84375","566.84375","566.84375"
"829","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","324966","324966","324966","551.7265625","551.7265625","551.7265625"
"830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","325358","325358","325358","531.5234375","531.5234375","531.5234375"
"831","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","325750","325750","325750","563.1689453125","563.1689453125","563.1689453125"
"832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","326142","326142","326142","560.111328125","560.111328125","560.111328125"
"833","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","326534","326534","326534","571.3603515625","571.3603515625","571.3603515625"
"834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","326926","326926","326926","546.6552734375","546.6552734375","546.6552734375"
"835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","327318","327318","327318","563.3955078125","563.3955078125","563.3955078125"
"836","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","327710","327710","327710","537.369140625","537.369140625","537.369140625"
"837","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328102","328102","328102","573.982421875","573.982421875","573.982421875"
"838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328494","328494","328494","569.6181640625","569.6181640625","569.6181640625"
"839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328886","328886","328886","582.958984375","582.958984375","582.958984375"
"840","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","329278","329278","329278","565.8291015625","565.8291015625","565.8291015625"
"841","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","329670","329670","329670","570.6953125","570.6953125","570.6953125"
"842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330062","330062","330062","536.2685546875","536.2685546875","536.2685546875"
"843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330454","330454","330454","568.408203125","568.408203125","568.408203125"
"844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330846","330846","330846","530.4140625","530.4140625","530.4140625"
"845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331238","331238","331238","544.5966796875","544.5966796875","544.5966796875"
"846","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331630","331630","331630","551.46875","551.46875","551.46875"
"847","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","332022","332022","332022","553.576171875","553.576171875","553.576171875"
"848","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","332414","332414","332414","566.9580078125","566.9580078125","566.9580078125"
"849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","332806","332806","332806","581.826171875","581.826171875","581.826171875"
"850","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","333198","333198","333198","547.8408203125","547.8408203125","547.8408203125"
"851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","333590","333590","333590","533.759765625","533.759765625","533.759765625"
"852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","333982","333982","333982","526.4091796875","526.4091796875","526.4091796875"
"853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","334374","334374","334374","571.6103515625","571.6103515625","571.6103515625"
"854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","334766","334766","334766","579.33203125","579.33203125","579.33203125"
"855","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","335158","335158","335158","589.56640625","589.56640625","589.56640625"
"856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","335550","335550","335550","507.951171875","507.951171875","507.951171875"
"857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","335942","335942","335942","562.5869140625","562.5869140625","562.5869140625"
"858","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","336334","336334","336334","571.2744140625","571.2744140625","571.2744140625"
"859","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","336726","336726","336726","591.2890625","591.2890625","591.2890625"
"860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","337118","337118","337118","556.6884765625","556.6884765625","556.6884765625"
"861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","337510","337510","337510","553.369140625","553.369140625","553.369140625"
"862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","337902","337902","337902","593.646484375","593.646484375","593.646484375"
"863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","338294","338294","338294","555.5791015625","555.5791015625","555.5791015625"
"864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","338686","338686","338686","576.1875","576.1875","576.1875"
"865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339078","339078","339078","536.5263671875","536.5263671875","536.5263671875"
"866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339470","339470","339470","568.5439453125","568.5439453125","568.5439453125"
"867","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339862","339862","339862","598.134765625","598.134765625","598.134765625"
"868","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","340254","340254","340254","565.1376953125","565.1376953125","565.1376953125"
"869","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","340646","340646","340646","556.16015625","556.16015625","556.16015625"
"870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341038","341038","341038","570.0380859375","570.0380859375","570.0380859375"
"871","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341430","341430","341430","557.19921875","557.19921875","557.19921875"
"872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","341822","341822","341822","560.697265625","560.697265625","560.697265625"
"873","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342214","342214","342214","539.076171875","539.076171875","539.076171875"
"874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342606","342606","342606","563.6806640625","563.6806640625","563.6806640625"
"875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342998","342998","342998","564.787109375","564.787109375","564.787109375"
